ID_NUMBER,ACTIVITY_LOCATION,NAICS_CODE
ALR000034157,AL    ,452311
ALR000000380,AL    ,32551
ALR000015917,AL    ,21112
ALD072099690,AL    ,333995
ALR000006908,AL    ,333993
ALR000011775,AL    ,42295
ALR000007245,AL    ,31111
ALR000043695,AL    ,42393
ALD982146847,AL    ,811121
ALR000035709,AL    ,811191
ALD031503139,AL    ,81131
ALR000046417,AL    ,48849
ALR000039586,AL    ,44122
ALR000013409,AL    ,811121
ALR000003137,AL    ,488999
ALR000031799,AL    ,811191
ALR000007039,AL    ,562998
ALR000021782,AL    ,81111
ALR000042739,AL    ,332313
ALR000030593,AL    ,22121
ALR000040667,AL    ,44419
ALR000025387,AL    ,81112
ALR000004283,AL    ,32311
ALD983194291,AL    ,45291
ALD044075109,AL    ,333111
ALD982082851,AL    ,44131
ALD982082851,AL    ,44112
ALR000053124,AL    ,23832
ALR000047951,AL    ,42313
ALR000037788,AL    ,331511
ALR000032276,AL    ,484121
ALD982079683,AL    ,332114
ALD079121471,AL    ,32592
ALR000024927,AL    ,81119
ALD031491756,AL    ,811111
ALD031491756,AL    ,44111
ALR000014944,AL    ,311511
ALR000038463,AL    ,33593
ALR000026013,AL    ,532412
ALR000010934,AL    ,56121
ALR000010173,AL    ,333319
ALR000022079,AL    ,811118
ALR000011585,AL    ,811111
ALD983190802,AL    ,811121
ALR000009837,AL    ,81232
ALD981478175,AL    ,81232
AL0000607010,AL    ,811111
ALR000021022,AL    ,81111
ALR000037283,AL    ,811121
ALR000044859,AL    ,811113
ALD031594807,AL    ,44111
ALD063666325,AL    ,332813
ALD004016994,AL    ,321113
ALD983167529,AL    ,221111
ALD095698510,AL    ,32739
ALD983174038,AL    ,811121
ALR000003640,AL    ,11141
ALR000042440,AL    ,44111
AL0000028555,AL    ,332313
ALD982079865,AL    ,62211
ALR000010595,AL    ,53212
ALD982096497,AL    ,811118
ALR000042465,AL    ,321918
ALD004005526,AL    ,337125
ALD004009007,AL    ,42352
ALR000018564,AL    ,81111
ALR000031187,AL    ,452311
ALR000017012,AL    ,811118
ALD983195140,AL    ,332813
ALR000030031,AL    ,42351
ALD003274966,AL    ,31321
ALR000039412,AL    ,811111
ALR000039412,AL    ,811191
ALD983192618,AL    ,811121
ALD031606544,AL    ,81232
ALD055891337,AL    ,44131
ALR000045617,AL    ,115111
ALD983182502,AL    ,811111
ALD058036054,AL    ,336211
ALD079119558,AL    ,42393
ALR000044628,AL    ,441110
ALD034102939,AL    ,44111
ALR000022681,AL    ,111998
ALR000019182,AL    ,326199
ALR000012278,AL    ,326122
ALR000040063,AL    ,44131
ALR000015685,AL    ,325998
ALD983166091,AL    ,44111
ALD982150427,AL    ,48821
ALR000046961,AL    ,44412
ALR000033332,AL    ,44411
ALD983168196,AL    ,49211
ALR000038331,AL    ,323112
ALR000034108,AL    ,53212
ALD981920341,AL    ,81232
ALD982109621,AL    ,81232
ALD983179102,AL    ,333319
ALD006900898,AL    ,2211
AL0000107763,AL    ,811111
ALR000046102,AL    ,81131
ALR000046409,AL    ,48849
ALR000017285,AL    ,48423
ALD983176546,AL    ,313311
ALD031630452,AL    ,44111
ALR000010470,AL    ,811121
ALR000024133,AL    ,811121
ALD991291295,AL    ,541512
ALD149984445,AL    ,44131
ALD040661084,AL    ,811191
ALR000037945,AL    ,42311
ALR000029835,AL    ,53212
ALR000038505,AL    ,31599
ALR000034785,AL    ,33512
ALR000033746,AL    ,81111
ALR000001735,AL    ,53212
ALR000031757,AL    ,811191
ALR000030072,AL    ,532412
ALR000040618,AL    ,44111
ALD004018354,AL    ,332911
ALR000043521,AL    ,485410
ALR000006254,AL    ,211111
ALR000034439,AL    ,326299
ALD983173352,AL    ,811121
ALR000007500,AL    ,33271
ALD020862413,AL    ,332321
ALR000026658,AL    ,311712
ALD983179110,AL    ,811191
ALD983180605,AL    ,81149
ALD981023369,AL    ,811111
ALD000868513,AL    ,311615
ALD982124133,AL    ,482111
ALD983184318,AL    ,541330
ALR000027136,AL    ,811111
ALD983180308,AL    ,48821
ALD031639743,AL    ,54138
ALR000037408,AL    ,811111
ALR000041160,AL    ,325314
ALR000017533,AL    ,811191
ALR000005991,AL    ,811121
ALD983166919,AL    ,81232
ALR000032359,AL    ,811111
ALD983180084,AL    ,51111
AL0000656025,AL    ,811111
ALR000035261,AL    ,61111
ALR000031492,AL    ,11232
ALD983175175,AL    ,44412
ALD982142846,AL    ,44111
ALR000028985,AL    ,23731
ALD982156424,AL    ,44131
ALR000038356,AL    ,71213
ALD981745631,AL    ,81232
ALD047155072,AL    ,44412
ALR000051557,AL    ,44611
ALD983185141,AL    ,332618
ALR000050963,AL    ,811111
ALD981748478,AL    ,532111
ALD982085839,AL    ,23331
ALD983192659,AL    ,811111
ALD982147670,AL    ,811122
ALR000009852,AL    ,81149
ALD148479330,AL    ,32711
ALR000023655,AL    ,45291
ALD982093882,AL    ,811191
ALD083741249,AL    ,48691
ALD982087017,AL    ,53212
ALR000023960,AL    ,452311
ALR000036343,AL    ,562111
ALR000021907,AL    ,811111
ALD068611664,AL    ,339999
ALR000042747,AL    ,811118
ALR000040071,AL    ,324191
ALR000044776,AL    ,811198
ALR000031765,AL    ,811191
ALD981021462,AL    ,322214
ALD067139337,AL    ,332321
ALR000003970,AL    ,44411
ALR000019414,AL    ,311991
ALD013456322,AL    ,31122
ALD983191552,AL    ,44131
ALR000048876,AL    ,56292
ALR000009654,AL    ,45299
ALR000009241,AL    ,325412
AL0000107748,AL    ,81142
ALR000015792,AL    ,321212
ALD981023419,AL    ,92811
ALR000051706,AL    ,44611
ALR000042713,AL    ,44112
ALR000004291,AL    ,337124
ALR000025619,AL    ,811191
ALR000023598,AL    ,452311
ALD031552177,AL    ,44112
ALR000019232,AL    ,811111
ALD983181736,AL    ,44131
ALR000007674,AL    ,33271
ALD091412627,AL    ,33637
ALD981746399,AL    ,331111
ALD982116907,AL    ,811111
ALD034047845,AL    ,811191
ALD982139859,AL    ,42183
ALD983185893,AL    ,81111
ALD000814301,AL    ,313112
ALR000028597,AL    ,332313
ALD982079147,AL    ,332313
ALR000042358,AL    ,33271
AL0000448605,AL    ,44112
ALD057206237,AL    ,811191
ALR000048975,AL    ,811111
ALD983168386,AL    ,42183
ALD982173940,AL    ,44111
ALD003310372,AL    ,32512
ALR000021824,AL    ,811112
ALR000021824,AL    ,811113
ALD034720854,AL    ,327310
ALR000023622,AL    ,45291
ALR000016980,AL    ,811111
ALD983182569,AL    ,42131
ALD983182569,AL    ,44411
ALR000025379,AL    ,811111
AL0000679753,AL    ,49311
ALD983191339,AL    ,44132
ALR000012112,AL    ,54171
ALR000013201,AL    ,33995
ALR000023200,AL    ,811191
ALD983191560,AL    ,44411
GAD057281958,AL    ,325311
ALR000013680,AL    ,81232
ALR000029371,AL    ,482111
ALD982090821,AL    ,561439
ALD981478456,AL    ,81232
ALR000029223,AL    ,812922
ALR000046177,AL    ,326191
ALR000046318,AL    ,115114
ALD004008587,AL    ,32111
ALR000033100,AL    ,42471
ALR000046870,AL    ,562111
ALR000034470,AL    ,221111
ALD057226904,AL    ,321114
ALR000040014,AL    ,221122
ALR000005009,AL    ,325199
ALR000018259,AL    ,811118
ALR000023531,AL    ,452311
ALR000023333,AL    ,321214
ALR000038737,AL    ,81131
ALD981028798,AL    ,562112
ALR000016683,AL    ,33651
ALD983173832,AL    ,81111
ALD983178336,AL    ,44111
KYD981806383,AL    ,56291
GAR000027599,AL    ,56291
ALR000043109,AL    ,339999
ALR000043109,AL    ,332322
ALR000013482,AL    ,332999
ALR000013482,AL    ,333999
ALR000024059,AL    ,48541
SC0000080861,AL    ,11111
TNR000003111,AL    ,485991
ALD004023164,AL    ,325998
ALD044490183,AL    ,493190
ALD983179870,AL    ,336414
ALR000053231,AL    ,23832
ALD980839112,AL    ,488190
ALD095687786,AL    ,321113
ALR000049825,AL    ,333924
ALR000048843,AL    ,811191
ALD983175316,AL    ,562111
ALR000048819,AL    ,92111
ALD982097172,AL    ,33251
ALR000054171,AL    ,452311
ALR000053280,AL    ,52211
ALD102066636,AL    ,334514
ALR000053132,AL    ,562111
ALR000049833,AL    ,484121
ALR000021766,AL    ,811191
ALR000053199,AL    ,23832
ALD982115115,AL    ,81232
ALD981020894,AL    ,56292
ALR000025692,AL    ,332312
AL3210020027,AL    ,332813
ALR000042754,AL    ,331492
ALD002904506,AL    ,33111
ALR000042689,AL    ,332811
ALD071951628,AL    ,562112
ALD001221902,AL    ,325199
AL0000099820,AL    ,332813
IN0000351387,AL    ,562219
ILD982612798,AL    ,334512
MID985642560,AL    ,562119
ILD009848193,AL    ,562211
INR000006536,AL    ,423830
ILD984774331,AL    ,48423
IN0000640847,AL    ,484121
MID092947928,AL    ,562211
TXD981518871,AL    ,48411
ARR000017830,AL    ,56291
TXR000077970,AL    ,23899
OKD987093424,AL    ,56291
CAT000624247,AL    ,562112
MAR000502138,AL    ,485991
MER000500595,AL    ,56291
NJD046555033,AL    ,484121
PAD146714878,AL    ,562111
PAD014146179,AL    ,562112
MDD069279669,AL    ,562112
ALR000052910,AL    ,44611
ALD982077448,AL    ,81232
ALR000008318,AL    ,23521
ALR000006486,AL    ,811111
ALR000051300,AL    ,811111
ALR000023465,AL    ,811111
ALD983174376,AL    ,811118
ALD983183005,AL    ,44413
ALR000025791,AL    ,42221
ALR000018937,AL    ,44131
ALD983185604,AL    ,44131
ALR000048728,AL    ,44111
ALR000053777,AL    ,811191
ALR000014969,AL    ,811121
ALR000036046,AL    ,811111
ALR000024786,AL    ,332994
ALD982082562,AL    ,81232
ALR000014530,AL    ,811121
ALD001533108,AL    ,336399
ALR000038547,AL    ,484122
ALD098852510,AL    ,811111
ALD008181224,AL    ,336611
ALR000052472,AL    ,446110
ALR000053033,AL    ,44131
GAR000061564,AL    ,48423
ALR000050997,AL    ,23899
ALD000604702,AL    ,42271
ALD000388249,AL    ,92811
ALD983185182,AL    ,811111
ALR000007682,AL    ,812331
ALD981754328,AL    ,32532
AL0000364687,AL    ,44111
ALD031491590,AL    ,81111
ALD983192014,AL    ,332212
ALD982095820,AL    ,811111
ALD981746548,AL    ,81232
ALR000036913,AL    ,221122
ALD982124190,AL    ,482111
ALR000014548,AL    ,33121
ALR000022632,AL    ,44111
ALR000022632,AL    ,81111
ALR000029728,AL    ,32311
ALD094472651,AL    ,33251
ALD102089760,AL    ,44111
ALD077959245,AL    ,44111
ALD981758188,AL    ,333415
ALD983175027,AL    ,48819
AL0000969238,AL    ,42114
ALR000009936,AL    ,33639
ALR000034314,AL    ,452311
ALD983194184,AL    ,452311
ALR000027201,AL    ,49211
ALR000021733,AL    ,811111
ALR000041012,AL    ,452311
ALD983173444,AL    ,311119
ALR000038646,AL    ,811121
ALR000036129,AL    ,11111
ALR000025304,AL    ,811112
ALD983174814,AL    ,321992
ALR000033514,AL    ,452311
ALR000044651,AL    ,44611
ALD982092579,AL    ,333994
ALD983169970,AL    ,81111
ALR000053744,AL    ,324121
ALR000041103,AL    ,811191
ALR000052969,AL    ,446110
ALD021257357,AL    ,321114
ALR000005033,AL    ,32191
ALR000030775,AL    ,811121
ALR000026211,AL    ,92411
ALD045753043,AL    ,44111
ALR000026310,AL    ,56121
ALR000024299,AL    ,32199
ALD034099267,AL    ,331314
ALR000003962,AL    ,44411
ALD983182015,AL    ,811111
ALD982096554,AL    ,335312
ALD067129676,AL    ,335221
ALR000035907,AL    ,562998
ALR000040238,AL    ,53113
AL0000485839,AL    ,48541
ALR000050831,AL    ,23799
ALR000044420,AL    ,811191
ALR000031153,AL    ,32311
ALR000017913,AL    ,323114
ALR000018085,AL    ,81111
ALR000033993,AL    ,81131
ALR000017368,AL    ,321911
ALR000029744,AL    ,48831
ALR000029744,AL    ,53212
AL0000997221,AL    ,339950
AL0000908210,AL    ,81232
ALR000033266,AL    ,54138
ALD983183963,AL    ,811118
ALD981751621,AL    ,81232
ALD982097909,AL    ,44413
AL0000377937,AL    ,33641
ALD112650346,AL    ,488119
ALR000049908,AL    ,811121
ALR000052217,AL    ,446110
ALR000052225,AL    ,44611
AL0000899807,AL    ,811111
ALD983178526,AL    ,811118
ALD000653352,AL    ,23571
ALD008182610,AL    ,325314
ALR000050468,AL    ,532299
ALR000050906,AL    ,811191
ALR000052712,AL    ,44611
ALD983195231,AL    ,54185
ALD000652420,AL    ,211111
ALD983191685,AL    ,811121
ALD983168261,AL    ,337122
ALR000023846,AL    ,45299
ALD982162059,AL    ,44112
AL7640006667,AL    ,221111
AL9210090040,AL    ,562112
ALR000054072,AL    ,33632
ALD149979403,AL    ,811191
ALN980610002,AL    ,42469
ALD983170853,AL    ,811111
ALD983170853,AL    ,4471
ALR000000166,AL    ,221112
ALD981923964,AL    ,314991
ALR000014357,AL    ,81232
ALR000048165,AL    ,44419
ALR000002345,AL    ,811191
ALR000002345,AL    ,811412
ALR000002345,AL    ,452111
ALR000043117,AL    ,56291
ALR000051649,AL    ,44611
ALR000024711,AL    ,45231
ALR000015495,AL    ,32739
ALR000032821,AL    ,811111
ALD981758246,AL    ,49221
ALD072485634,AL    ,31321
ALR000018796,AL    ,32712
ALD034040089,AL    ,811198
ALR000018077,AL    ,48411
ALR000015107,AL    ,333131
AL7210400001,AL    ,811198
ALR000014522,AL    ,23891
ALR000030791,AL    ,336111
ALR000020339,AL    ,562212
ALR000017210,AL    ,811111
ALR000017038,AL    ,811111
ALD983176314,AL    ,44112
ALR000014589,AL    ,212312
ALR000036905,AL    ,221122
ALR000047407,AL    ,811191
ALR000043745,AL    ,42383
ALR000012740,AL    ,81112
ALD004017968,AL    ,33651
ALR000023044,AL    ,811191
ALR000028613,AL    ,48411
AL0000593061,AL    ,334511
ALR000022962,AL    ,81111
ALD982125668,AL    ,541511
ALR000031807,AL    ,325611
ALR000053637,AL    ,32712
ALR000049965,AL    ,53249
ALD981756570,AL    ,811198
ALD983177452,AL    ,423130
ALD983174467,AL    ,11511
ALR000022749,AL    ,81111
ALD982082323,AL    ,811121
ALR000004986,AL    ,33271
ALR000049064,AL    ,49311
ALD983179730,AL    ,44131
ALD983193756,AL    ,42183
ALD983169947,AL    ,332811
ALD102065042,AL    ,326113
ALD982083461,AL    ,81131
ALR000014704,AL    ,811191
ALD004005898,AL    ,42291
ALD004005898,AL    ,42251
ALD045623634,AL    ,44112
ALD120902887,AL    ,212311
ALD983168329,AL    ,2349
ALD983169160,AL    ,33271
ALD982144602,AL    ,42183
ALD067110965,AL    ,336399
ALR000047753,AL    ,332996
ALR000023515,AL    ,53212
ALD041512187,AL    ,325412
ALR000023317,AL    ,22132
ALR000038919,AL    ,325199
ALR000039222,AL    ,48621
ALD078982253,AL    ,811111
ALD982123226,AL    ,321114
ALR000046243,AL    ,42393
ALR000042416,AL    ,811111
ALD983185505,AL    ,81112
ALD058631573,AL    ,811111
ALD983182684,AL    ,56299
ALR000006387,AL    ,452311
ALR000017442,AL    ,811111
ALR000019216,AL    ,811191
ALR000036814,AL    ,81131
ALR000022996,AL    ,811191
ALD982133845,AL    ,81131
ALR000022897,AL    ,811191
ALR000044164,AL    ,221112
ALR000017160,AL    ,811118
ALD983176280,AL    ,44131
ALD983174848,AL    ,482111
ALR000031617,AL    ,48621
ALR000027151,AL    ,811121
ALD004025078,AL    ,334419
ALR000022467,AL    ,81111
ALR000002972,AL    ,92811
ALR000035428,AL    ,61111
ALD983185828,AL    ,336611
ALR000025932,AL    ,53241
ALR000034231,AL    ,56291
ALD981023310,AL    ,81111
ALR000018630,AL    ,811191
ALD983171505,AL    ,321114
ALR000013623,AL    ,333922
ALR000013623,AL    ,335999
ALR000024083,AL    ,311612
ALR000001065,AL    ,44112
ALR000003673,AL    ,811111
ALR000016436,AL    ,332313
AL0000105403,AL    ,811111
ALR000017814,AL    ,811111
ALR000017814,AL    ,811191
ALR000048264,AL    ,81232
ALR000016592,AL    ,324121
ALR000051466,AL    ,325199
ALR000047985,AL    ,811111
ALR000037465,AL    ,81232
ALR000032268,AL    ,48849
ALR000015099,AL    ,321113
ALR000045153,AL    ,42321
ALD981757891,AL    ,42381
ALR000018101,AL    ,48411
ALR000017277,AL    ,811111
ALR000019273,AL    ,81111
ALR000025783,AL    ,49221
ALR000047084,AL    ,56292
ALR000028969,AL    ,92214
AL0000879312,AL    ,811111
ALR000001966,AL    ,336419
ALR000015412,AL    ,811191
ALD004025482,AL    ,332999
ALR000053470,AL    ,33711
ALD982076416,AL    ,339991
ALR000038760,AL    ,56292
ALD053360897,AL    ,32551
ALR000045542,AL    ,42393
ALD983191206,AL    ,334418
ALR000008805,AL    ,331221
ALR000050492,AL    ,23822
ALD047159124,AL    ,42291
ALR000014910,AL    ,61131
ALD047107784,AL    ,44112
ALR000030411,AL    ,213112
ALR000037507,AL    ,44611
ALR000026138,AL    ,811111
ALR000024737,AL    ,332812
ALR000012682,AL    ,81232
ALR000014795,AL    ,33711
ALR000045054,AL    ,332994
ALR000017558,AL    ,81111
ALD983193830,AL    ,111421
ALR000045799,AL    ,326199
ALR000037531,AL    ,811111
ALD983167610,AL    ,321911
ALD006900005,AL    ,221112
ALD981472798,AL    ,32551
ALD063696926,AL    ,44131
ALD980844302,AL    ,221121
ALD087642872,AL    ,81232
ALN960620003,AL    ,446110
ALR000011098,AL    ,562
ALD046480851,AL    ,321211
ALD983185554,AL    ,48811
ALR000015008,AL    ,33995
ALR000018200,AL    ,33631
ALR000033985,AL    ,42382
ALD982166902,AL    ,53212
ALD008173981,AL    ,321113
ALD004021721,AL    ,323122
ALD031488901,AL    ,44131
ALD083745554,AL    ,42271
ALR000033365,AL    ,33639
ALR000040154,AL    ,452311
ALR000016766,AL    ,333618
ALR000005801,AL    ,811111
ALD982098188,AL    ,81231
ALD981754237,AL    ,325998
ALR000034660,AL    ,81111
ALD981030869,AL    ,334111
ALR000017517,AL    ,81119
ALR000014266,AL    ,332812
ALD058218967,AL    ,44111
ALR000038422,AL    ,23731
ALR000034843,AL    ,811111
ALR000021949,AL    ,811111
ALR000023879,AL    ,453998
ALR000045955,AL    ,336411
ALD981023179,AL    ,92811
ALR000017822,AL    ,32412
ALR000018705,AL    ,811191
ALR000052563,AL    ,44611
ALR000053728,AL    ,23832
ALR000014902,AL    ,221112
ALD982094062,AL    ,48411
ALD983192055,AL    ,811111
ALD981476070,AL    ,331511
ALD981469992,AL    ,332813
ALD031595309,AL    ,45111
ALD980841688,AL    ,333922
ALR000044156,AL    ,44131
ALR000017244,AL    ,811191
ALD034102939,AL    ,44112
ALD981475544,AL    ,333319
ALD047157144,AL    ,56173
ALR000032284,AL    ,33151
ALD031598709,AL    ,44421
ALD982126211,AL    ,81232
ALR000008102,AL    ,333511
ALR000006627,AL    ,81112
ALD983170275,AL    ,4471
ALR000009878,AL    ,48411
ALD983194614,AL    ,4471
ALR000047522,AL    ,811198
ALR000044313,AL    ,92119
ALD031545650,AL    ,44111
ALR000036194,AL    ,61111
ALD990830226,AL    ,33995
ALD983176116,AL    ,4471
AL0000131532,AL    ,811111
ALD047160072,AL    ,332116
ALD003398740,AL    ,31321
ALR000016758,AL    ,562112
ALR000049221,AL    ,811111
ALR000023143,AL    ,48311
ALD051235562,AL    ,33271
ALR000006718,AL    ,42181
ALD983166943,AL    ,81232
ALD981469547,AL    ,811121
ALR000011783,AL    ,49311
ALR000005355,AL    ,811111
ALD000770214,AL    ,48411
ALR000010579,AL    ,44131
ALR000015628,AL    ,811310
ALD982132789,AL    ,33641
ALR000024695,AL    ,332811
ALR000017418,AL    ,811118
ALR000038885,AL    ,811191
ALR000041004,AL    ,452311
ALR000014977,AL    ,81111
ALR000024679,AL    ,45291
ALR000023861,AL    ,452311
ALD982098147,AL    ,532120
ALR000031914,AL    ,23829
ALR000007872,AL    ,332312
ALR000046441,AL    ,336111
ALR000017434,AL    ,811111
ALD031582851,AL    ,44112
ALD983173253,AL    ,44111
ALR000022913,AL    ,811191
ALR000043935,AL    ,811111
ALR000045815,AL    ,322212
AL0000266452,AL    ,811111
ALR000000992,AL    ,811198
ALD981865553,AL    ,333922
ALD982100356,AL    ,81232
ALD982144784,AL    ,811121
ALR000035147,AL    ,22112
ALR000024364,AL    ,42441
ALD050160274,AL    ,322211
AL0000196774,AL    ,811111
ALR000032714,AL    ,811191
AL0000859488,AL    ,5133
ALR000002147,AL    ,424950
ALR000037408,AL    ,811118
ALR000017459,AL    ,81111
ALR000014043,AL    ,336211
ALD983179714,AL    ,53212
AL0000130427,AL    ,42183
ALD034070383,AL    ,811111
ALD057223711,AL    ,325998
ALD982086084,AL    ,44112
ALR000038083,AL    ,332999
ALR000028365,AL    ,325199
ALR000015750,AL    ,322211
AL0000095414,AL    ,81111
ALD983177189,AL    ,811111
ALD063103931,AL    ,811113
ALR000043604,AL    ,323114
ALR000032524,AL    ,811111
ALD982147613,AL    ,81232
AL0000362814,AL    ,81149
ALD983191578,AL    ,811111
ALD982163412,AL    ,621498
ALD000652859,AL    ,42271
ALR000023762,AL    ,45299
ALR000048231,AL    ,32411
ALR000047498,AL    ,811191
ALD050158971,AL    ,332999
ALD981479322,AL    ,325612
ALD982140303,AL    ,326211
ALR000008193,AL    ,811310
ALR000015313,AL    ,321912
ALD982167967,AL    ,44111
ALR000013771,AL    ,336211
ALD004005203,AL    ,332323
ALR000040816,AL    ,48423
ALR000016857,AL    ,811191
ALR000037176,AL    ,54138
ALD981023286,AL    ,92811
ALR000013318,AL    ,81299
ALR000046524,AL    ,23832
ALD008200875,AL    ,44111
ALD005557004,AL    ,32519
ALR000021758,AL    ,81111
ALD004003091,AL    ,331513
ALR000034355,AL    ,621511
ALD983180316,AL    ,52421
ALD000604645,AL    ,42471
ALR000027680,AL    ,332813
ALR000042721,AL    ,484122
ALR000018416,AL    ,811111
ALR000026898,AL    ,23412
ALD003395969,AL    ,311511
ALR000023507,AL    ,92811
ALD983191248,AL    ,44111
ALR000015487,AL    ,42332
ALR000039255,AL    ,49221
ALD983182064,AL    ,81299
ALR000032771,AL    ,21112
ALR000025619,AL    ,81111
ALR000014852,AL    ,332996
ALR000017152,AL    ,811111
ALR000007138,AL    ,4471
ALR000033043,AL    ,23834
ALR000024281,AL    ,32592
ALR000007815,AL    ,81232
ALD003398187,AL    ,332722
ALD983194150,AL    ,453998
ALR000051490,AL    ,332312
ALN970819000,AL    ,321918
ALD981024862,AL    ,81232
ALR000035873,AL    ,327215
ALR000025981,AL    ,32741
ALD107974578,AL    ,81232
ALR000042473,AL    ,321918
ALD982143836,AL    ,314999
ALD983178393,AL    ,23799
ALR000036780,AL    ,482111
ALR000024315,AL    ,49312
ALD983191081,AL    ,811121
ALD983180191,AL    ,81149
ALD983179854,AL    ,811121
ALD983179698,AL    ,8112
ALR000032391,AL    ,33271
ALR000043539,AL    ,92119
ALR000009274,AL    ,541618
ALR000021824,AL    ,811111
ALR000033118,AL    ,44421
ALD983192527,AL    ,33271
ALR000017020,AL    ,81111
